Foundation_rank,HeatingQC_rank,ExterQual_rank,CentralAir_rank,PavedDrive_rank,HouseStyle_rank,Exterior2nd_rank,Neighborhood_rank,KitchenAbvGr,EnclosedPorch,ExterCond_rank,Exterior1st_rank,MSZoning_rank,KitchenQual_rank,BldgType_rank,Functional_rank,Heating_rank,MSSubClass,OverallCond,Condition1_rank,Street_rank,YrSold,LowQualFinSF,MiscVal,BsmtHalfBath,Utilities_rank,BsmtFinSF2,Condition2_rank,RoofMatl_rank,3SsnPorch,MoSold,LandSlope_rank,SaleType_rank,LandContour_rank,PoolArea,LotConfig_rank,ScreenPorch,SaleCondition_rank,RoofStyle_rank,BedroomAbvGr,BsmtUnfSF,BsmtFullBath,LotArea,LotShape_rank,HalfBath,OpenPorchSF,2ndFlrSF,WoodDeckSF,BsmtFinSF1,Fireplaces,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual
5,3,2,1,1,2,4,13,2,0,3,4,1,2,3,1,1,90,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,2,0,1,0,5,1,4,0,0,7018,1,0,0,0,0,0,0,1979,1979,8,2,1535,0,410,2,1535,5
1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,3,1226,0,10402,2,0,36,0,0,0,0,2009,2009,6,2,1226,1226,740,3,1226,7
1,1,2,1,1,3,9,14,1,0,3,10,2,2,1,1,1,50,4,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,3,184,1,1,4,816,0,7758,1,1,0,592,0,224,2,1950,1931,7,1,1226,1040,240,1,1818,7
1,1,1,1,1,1,1,6,1,0,1,1,4,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,2,3,1053,0,9375,1,1,45,939,140,0,1,2004,2003,9,2,1053,1053,648,2,1992,8
3,2,2,1,2,2,1,8,1,0,1,1,2,2,1,1,1,30,7,1,1,2007,0,450,0,1,0,1,1,0,8,1,1,1,0,1,0,1,4,2,641,0,10800,1,0,0,0,0,0,0,1995,1885,6,1,1047,641,273,1,1047,4
2,1,2,1,1,2,1,8,1,0,1,1,2,2,1,1,1,20,5,1,1,2008,0,0,0,1,169,1,1,0,4,1,1,1,0,1,0,3,1,2,516,0,6000,1,0,0,0,0,104,0,1950,1948,5,1,789,789,250,1,789,5
2,3,2,2,2,3,7,14,1,144,1,7,2,4,1,1,2,50,7,4,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,3,0,1,1,3,793,0,8500,1,0,0,520,0,0,0,2005,1919,7,2,997,793,0,0,1517,5
2,1,2,1,1,2,5,7,1,0,1,8,1,2,1,1,1,20,6,1,1,2010,0,0,0,1,0,1,1,0,1,1,3,1,0,1,0,1,2,3,1139,0,11751,2,0,122,0,0,705,1,1977,1977,7,2,1844,1844,546,2,1844,6
2,2,2,1,1,3,6,16,1,0,1,3,1,2,1,1,1,50,4,1,1,2006,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,4,550,0,9525,1,0,0,639,182,444,0,1972,1954,7,2,1216,994,325,1,1855,6
1,1,2,1,1,6,1,18,1,0,1,1,1,2,1,1,1,80,5,1,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,134,0,7750,2,1,0,656,180,250,1,2000,2000,7,2,774,384,400,2,1430,7
1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,10,1,2,1,0,1,168,3,1,4,280,1,9965,1,1,184,1414,120,984,1,2007,2007,10,2,1282,1264,792,3,2696,7
2,3,2,1,1,2,6,3,1,192,2,3,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,869,1,1,0,10,1,3,2,0,3,0,2,2,3,905,1,21000,1,0,120,0,166,35,2,1953,1953,7,2,2259,1809,450,2,2259,6
2,1,2,1,1,1,6,3,1,0,1,3,1,1,1,1,1,70,8,1,1,2007,0,0,0,1,150,1,1,0,7,2,1,1,0,1,0,1,3,3,104,1,7259,2,1,0,884,224,774,1,2002,1945,9,2,1436,1028,180,1,2320,6
1,2,2,1,1,1,2,6,1,0,1,2,4,2,4,1,1,160,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,2,310,0,3230,1,1,32,729,0,419,1,1999,1999,5,2,729,729,440,2,1458,6
2,3,2,1,1,2,6,10,1,144,1,3,1,2,1,1,1,20,5,1,1,2009,0,0,1,1,670,1,1,0,9,1,1,1,0,1,0,1,1,3,252,0,11616,1,0,20,0,0,170,1,1962,1962,6,1,1092,1092,288,1,1092,5
1,2,2,1,1,2,1,16,1,0,1,1,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,4,1,2,1,0,3,0,3,1,2,1125,0,8536,1,1,64,0,80,0,0,2007,2006,5,1,1125,1125,430,2,1125,5
1,2,2,1,1,1,5,13,1,0,1,8,1,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,2,5,203,1,12376,1,0,0,1523,367,1470,2,1990,1990,11,3,1699,1673,594,3,3222,7
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,2,1,0,1,0,3,1,3,728,0,8461,1,1,24,728,0,0,1,2006,2005,8,2,728,728,390,2,1456,6
2,1,2,1,1,6,5,20,1,0,1,8,1,2,1,1,1,80,5,1,1,2006,0,0,0,1,0,1,3,130,10,3,1,3,0,4,0,1,5,1,0,1,21453,2,0,130,0,0,938,2,1969,1969,4,1,988,938,540,2,988,6
1,2,2,1,3,3,10,14,1,140,1,9,2,2,1,1,1,50,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,732,0,6060,1,0,0,351,0,0,0,1950,1939,4,1,772,732,264,1,1123,4
2,2,2,1,1,2,2,12,1,0,2,2,1,2,1,1,1,20,7,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,3,130,1,2,3,510,0,9464,1,0,0,0,0,570,0,1958,1958,5,1,1080,1080,288,1,1080,6
1,1,1,1,1,2,5,13,1,0,1,8,1,1,4,1,1,120,5,1,1,2008,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,2,899,0,7892,1,0,63,0,0,300,0,1993,1993,5,2,1199,1199,530,2,1199,6
2,3,2,1,1,2,4,7,1,0,2,4,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,1,1,1,1,0,4,0,1,1,3,1362,0,17043,2,0,0,0,192,0,1,1998,1979,7,2,1586,1362,435,2,1586,6
2,2,2,2,2,3,6,14,1,0,3,3,2,2,2,1,1,190,8,1,1,2006,234,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,2,30,1,6780,1,0,0,0,53,490,0,1982,1935,5,1,520,520,0,0,754,6
2,3,2,1,1,2,5,21,1,0,1,8,1,2,4,1,1,120,5,1,1,2007,0,0,0,1,0,1,1,0,2,1,1,1,0,1,0,1,1,2,958,0,4928,2,0,205,0,0,120,1,1976,1976,5,2,958,1078,440,2,958,6
3,1,2,1,2,4,6,8,1,0,2,6,2,2,1,1,1,45,7,2,1,2007,0,0,0,1,0,1,1,0,6,1,1,2,0,1,0,1,1,3,556,0,4388,2,0,0,0,0,116,1,1950,1930,5,1,840,672,0,0,840,5
2,3,2,1,1,1,1,12,1,0,1,1,1,2,1,1,1,60,5,3,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,148,0,7590,1,1,108,688,188,512,1,1966,1966,6,1,660,660,453,2,1348,6
2,3,2,1,1,2,5,12,1,0,1,8,1,3,1,1,1,20,7,1,1,2006,0,0,1,1,28,1,1,180,7,1,1,1,0,1,0,2,1,3,413,0,8973,1,1,80,0,0,567,0,1991,1958,6,1,1053,1008,750,2,1053,5
2,1,2,1,1,1,2,12,1,0,1,2,1,1,1,1,1,60,6,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,4,479,0,14200,1,1,66,941,105,445,2,1966,1966,8,2,1216,924,487,2,2157,7
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,3,297,1,12224,2,1,48,1032,24,695,1,2000,2000,7,2,1022,992,390,2,2054,6
2,2,2,1,1,2,2,12,1,0,1,2,1,1,1,1,1,20,6,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,3,658,1,7388,1,0,0,0,0,405,0,2002,1959,7,1,1327,1063,624,2,1327,5
1,1,1,1,1,2,1,17,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,2,262,1,6853,2,0,25,0,192,1005,0,2002,2001,6,2,1296,1267,471,2,1296,8
2,2,2,1,1,2,5,10,1,180,1,8,1,2,1,2,1,20,6,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,891,0,10335,2,1,96,0,0,570,1,1993,1968,7,2,1721,1461,440,2,1721,5
1,2,2,1,1,2,5,7,1,0,1,8,1,2,1,1,1,20,6,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,2,3,1304,0,10400,1,0,0,0,98,0,1,1970,1970,7,2,1682,1304,530,2,1682,7
2,3,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,3,519,0,10355,2,0,111,0,0,695,1,1967,1967,5,2,1214,1214,318,1,1214,5
2,2,2,1,1,2,1,5,2,0,1,1,1,2,3,1,1,90,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,6,1,5,1907,0,11070,1,0,0,0,0,0,0,1989,1988,9,3,1959,1907,766,3,1959,7
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,12,1,1,1,0,1,0,1,1,3,336,0,9066,2,1,106,848,224,668,2,2000,1999,7,2,1004,1004,660,3,1852,8
1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,3,107,1,15426,2,1,99,836,276,821,0,1997,1997,7,2,928,928,470,2,1764,6
2,3,2,1,1,2,4,12,1,0,1,4,1,2,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,4,1,5,1,0,2,0,1,1,3,432,0,10500,1,0,0,0,0,432,1,1971,1971,5,1,864,864,0,0,864,4
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,3,434,1,11645,1,0,24,0,160,1300,0,2005,2005,7,2,1734,1734,660,2,1734,7
2,4,2,1,1,3,6,12,1,0,3,5,1,2,1,1,1,50,4,4,1,2010,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,4,403,0,8520,1,0,0,475,0,507,0,1952,1952,6,2,910,910,720,2,1385,5
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,811,1,10335,2,0,29,0,144,679,0,1999,1999,6,2,1501,1490,577,2,1501,7
2,3,2,1,1,2,4,10,2,0,1,4,2,2,3,1,1,90,5,5,1,2006,0,0,0,1,0,1,1,0,11,1,5,1,0,1,0,2,1,6,396,1,9100,1,0,0,0,0,1332,0,1963,1963,10,2,1728,1728,504,2,1728,5
1,1,1,1,1,1,1,16,1,0,1,1,2,1,5,3,1,160,5,1,1,2006,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,970,0,2522,1,0,40,739,0,0,0,2006,2004,7,2,970,970,380,2,1709,6
3,3,2,1,1,2,6,9,1,0,1,3,2,2,1,1,1,30,7,1,1,2009,0,0,0,1,0,1,1,0,11,1,1,1,0,3,0,1,1,2,506,1,6120,1,0,0,0,48,209,0,1993,1931,5,1,875,715,180,1,875,5
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,4,0,1,1,3,884,0,9505,2,1,48,1151,144,0,1,2001,2001,8,2,884,884,434,2,2035,7
1,1,2,1,1,2,1,13,1,0,1,1,1,1,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,400,1,7500,1,0,0,0,0,680,0,2005,2004,6,1,1080,1080,0,0,1080,7
3,2,2,1,1,3,2,9,1,0,1,2,2,2,1,1,1,50,4,1,1,2006,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,896,0,6240,1,0,114,448,200,0,0,1950,1936,7,1,896,896,240,1,1344,5
2,3,2,1,1,2,4,1,1,0,1,4,1,2,1,1,1,20,6,1,1,2007,0,0,0,1,0,1,1,0,1,1,1,1,0,3,0,1,1,3,253,0,10356,1,1,0,0,0,716,0,1975,1975,5,1,969,969,440,2,969,5
1,1,1,1,1,2,1,11,1,0,1,1,1,1,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,1,1,2,1,0,1,0,3,2,2,310,1,13891,1,0,102,0,0,1400,1,2008,2007,6,2,1710,1710,866,3,1710,8
2,2,2,1,1,1,4,7,1,0,1,4,1,2,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,4,409,0,14803,2,1,66,896,0,416,1,1971,1971,8,2,1097,825,495,2,1993,6
2,2,2,1,1,2,5,20,1,0,1,5,1,2,1,1,1,20,7,1,1,2008,0,0,0,1,1080,1,1,0,3,1,1,1,0,1,0,1,5,1,93,1,13500,1,0,0,0,409,429,1,1975,1960,4,1,1252,1602,564,2,1252,6
3,3,2,1,1,2,6,8,1,228,1,3,2,2,1,1,1,30,5,1,1,2006,0,0,0,1,0,1,1,0,3,1,1,1,0,3,0,6,1,4,1200,0,11340,1,0,0,0,0,0,0,1950,1923,7,1,1200,1200,312,1,1200,6
3,4,2,2,2,3,6,16,1,128,1,3,1,2,1,1,3,50,5,4,1,2008,0,0,0,1,0,1,1,0,4,1,1,1,0,3,0,1,1,2,572,0,9600,1,0,8,524,0,0,0,1950,1924,5,1,572,572,0,0,1096,6
2,3,2,1,1,2,6,12,1,0,1,3,1,2,1,1,1,20,7,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,2,0,0,7200,1,0,0,0,0,0,0,1950,1950,5,1,1040,0,625,2,1040,5
1,1,1,1,1,1,1,17,1,0,1,1,1,3,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,2,1,0,3,0,3,1,4,774,0,12003,1,1,75,1194,0,0,1,2010,2009,8,2,774,774,680,3,1968,8
1,1,1,1,1,1,1,6,1,0,1,1,4,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,3,769,0,12552,1,1,136,956,0,222,1,2005,2004,8,2,991,991,678,2,1947,7
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,168,3,1,2,4,0,3,0,3,1,4,1335,1,19378,2,1,132,1070,239,57,1,2006,2005,9,2,1392,1392,576,2,2462,7
1,3,2,1,1,2,5,2,1,0,1,8,1,2,1,1,1,20,6,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,3,572,0,11120,2,0,0,0,0,660,0,1984,1984,6,2,1232,1232,516,2,1232,6
1,1,1,1,1,1,1,11,1,0,1,1,1,3,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,3,556,1,13688,2,1,0,1096,400,1016,2,2004,2003,10,2,1572,1572,726,3,2668,9
1,1,1,1,1,2,1,11,1,0,1,1,1,1,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,2,1,0,3,0,3,1,3,340,0,12182,1,0,70,0,0,1201,1,2005,2005,7,2,1541,1541,532,2,1541,7
2,1,2,1,1,4,2,8,1,0,1,2,1,2,1,1,1,45,6,1,1,2007,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,1,882,0,5500,1,0,0,0,0,0,0,1956,1956,4,1,882,882,0,0,882,4
3,2,2,1,1,2,2,8,1,183,2,2,2,1,1,1,1,40,7,1,1,2007,0,0,0,1,0,1,1,0,10,1,1,1,0,3,0,1,1,3,779,0,5400,1,0,0,467,0,370,0,2004,1926,5,2,1149,1149,216,1,1616,6
3,2,2,1,1,3,6,16,2,0,2,3,1,2,2,1,1,190,7,1,1,2008,0,0,0,1,181,1,1,0,9,1,1,1,0,1,0,1,1,4,112,1,10106,1,0,0,547,140,351,0,1999,1940,6,2,808,644,0,0,1355,5
2,1,1,1,1,2,6,20,1,0,1,3,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,768,1,1,0,11,1,3,1,0,1,142,1,2,2,470,1,10708,2,0,0,0,476,379,3,1993,1955,7,1,1867,1617,303,1,1867,5
1,1,1,1,1,1,1,11,1,0,1,1,1,3,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,2,1,0,1,0,3,1,3,294,1,10562,1,1,120,551,178,1288,1,2007,2007,8,1,1610,1582,789,3,2161,8
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,840,0,8244,2,1,48,880,100,0,1,2004,2004,7,2,840,840,440,2,1720,7
2,3,1,1,1,2,5,17,1,0,1,8,1,2,1,1,1,20,6,1,1,2006,0,0,0,1,0,1,4,0,1,1,1,1,0,3,0,1,2,2,1686,0,16669,2,1,64,0,574,0,1,1981,1981,6,2,1707,1686,511,2,1707,8
2,3,2,1,1,3,2,8,1,0,1,2,2,2,1,1,1,50,6,2,1,2007,528,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,360,0,12358,2,1,0,0,237,360,0,1950,1941,7,1,854,720,660,2,1382,5
2,4,2,1,3,2,5,12,1,0,1,5,1,2,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,2,3,441,1,31770,2,0,62,0,210,639,2,1960,1960,7,1,1656,1080,528,2,1656,6
1,2,1,1,1,1,4,19,1,0,2,4,1,1,4,1,1,160,7,1,1,2006,0,0,0,1,215,1,1,0,6,1,1,1,0,1,0,1,1,2,354,1,5306,2,0,35,703,441,495,1,1987,1987,5,2,1064,1064,504,2,1767,7
2,3,2,1,1,2,3,12,1,0,1,6,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,374,1,1,0,6,1,3,1,0,1,0,1,1,3,700,1,10197,2,1,20,0,0,288,1,1961,1961,6,1,1362,1362,504,2,1362,6
2,3,2,1,1,2,5,17,1,0,1,1,1,2,1,4,1,20,5,1,1,2008,0,0,0,1,208,1,1,0,11,1,1,1,0,1,0,1,1,3,0,1,12416,2,0,0,0,192,1398,1,1986,1986,7,2,1651,1606,616,2,1651,6
2,3,2,1,1,2,3,16,1,39,1,6,1,1,1,1,1,20,7,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,4,725,1,12615,1,0,29,0,0,477,1,2001,1950,7,2,2158,1202,576,2,2158,6
1,3,1,1,1,1,5,20,1,0,1,8,1,2,1,1,1,60,5,1,1,2007,0,0,1,1,0,1,1,0,9,1,1,1,0,3,192,1,1,4,320,0,10029,2,1,228,896,0,831,1,1989,1988,8,2,1164,1151,521,2,2060,6
2,1,1,1,1,3,2,10,1,0,2,2,1,1,1,1,1,50,5,1,1,2006,0,0,0,1,441,1,1,0,7,1,1,1,0,1,0,1,1,4,554,1,13650,1,0,0,668,0,57,1,1958,1958,8,2,1252,1052,451,2,1920,5
1,1,3,1,1,2,1,19,1,0,1,1,1,3,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,2,1,0,4,0,3,2,1,312,1,17423,2,0,60,0,0,1904,1,2009,2008,9,2,2234,2216,1166,3,2234,9
2,3,1,1,2,2,6,8,1,184,1,3,2,2,1,1,1,30,6,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,968,0,8520,1,0,0,0,0,0,0,2006,1923,5,1,968,968,480,2,968,5
1,1,1,1,1,1,2,6,1,0,1,2,4,1,5,1,1,160,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,320,0,2117,1,1,0,756,0,436,1,2000,2000,5,2,769,756,440,2,1525,6
3,2,2,1,1,1,9,3,1,40,1,10,1,2,1,1,1,70,6,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,441,0,7588,1,1,0,901,0,352,1,1950,1920,9,1,901,793,216,1,1802,7
1,1,2,1,1,2,6,16,1,0,1,3,1,2,1,1,1,20,6,4,1,2007,0,0,0,1,0,1,1,180,6,1,1,1,0,1,0,1,2,3,0,0,9060,1,0,0,0,116,0,1,2006,1957,7,1,1340,0,252,1,1340,5
1,1,2,1,2,3,1,8,1,0,1,1,2,1,1,5,1,50,5,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1362,0,11426,1,1,238,720,280,0,0,2003,2003,6,2,1362,1362,484,2,2082,7
1,2,2,1,1,3,5,9,1,0,1,9,1,2,1,1,1,50,8,7,1,2006,0,0,0,1,0,4,1,0,6,1,1,1,0,1,0,1,1,3,504,0,7438,2,0,0,316,104,0,0,1991,1908,5,1,936,504,576,2,1252,5
3,1,1,1,1,8,6,8,1,0,2,3,2,3,1,1,1,75,9,4,1,2006,572,0,0,1,0,1,2,0,6,1,1,1,0,1,410,1,1,4,1107,0,22950,3,1,260,1518,0,0,2,1993,1892,12,2,1518,1107,840,3,3608,10
1,1,2,1,1,6,4,5,1,0,1,4,1,1,1,1,1,80,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,3,577,1,9947,2,0,27,0,168,611,0,1991,1990,6,2,1217,1188,497,2,1217,7
2,1,2,1,2,3,4,8,1,0,1,4,1,2,1,4,1,50,7,1,1,2009,144,0,0,1,0,1,1,140,8,1,1,1,0,1,0,1,1,3,660,0,10410,1,1,0,704,0,0,0,1987,1916,8,2,808,660,180,1,1656,5
2,3,2,1,1,5,5,13,2,0,1,8,1,2,3,1,1,90,5,2,1,2009,0,0,0,1,0,1,1,0,6,1,1,2,0,1,0,5,1,2,0,2,7018,1,2,0,0,120,1086,2,1979,1979,6,0,1224,1086,528,2,1224,5
1,1,1,1,1,2,7,19,1,0,1,7,1,3,4,1,1,120,5,1,1,2008,0,0,0,1,0,1,1,0,8,1,1,1,0,1,224,1,1,0,440,1,4923,1,1,120,0,0,1153,1,2002,2001,5,1,1593,1593,682,2,1593,8
2,3,1,1,1,1,8,3,1,0,1,5,1,1,1,3,1,70,8,1,1,2007,0,0,0,1,0,1,1,0,12,2,1,2,0,1,0,1,2,3,556,0,10570,1,1,74,1178,0,297,2,1994,1932,10,2,1549,853,440,2,2727,8
2,2,2,1,1,1,4,12,1,0,1,4,1,1,1,1,1,60,9,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,4,99,1,7472,2,1,32,754,0,626,0,2004,1972,7,1,725,725,484,2,1479,7
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,1,3,871,1,9017,2,0,35,0,0,560,0,1999,1999,6,2,1431,1431,666,2,1431,7
1,1,1,1,1,1,1,16,1,0,1,1,2,1,5,3,1,160,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,970,0,2522,1,0,40,739,0,0,0,2004,2004,7,2,970,970,380,2,1709,7
2,3,2,1,1,2,4,1,1,0,1,4,1,2,1,1,1,20,7,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,2,3,474,0,7180,2,0,0,0,0,390,0,1972,1972,5,1,864,864,352,1,864,5
2,3,2,1,1,1,11,21,1,0,1,8,1,2,5,1,1,160,6,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,2,0,1,1,3,289,0,2280,1,1,0,601,87,566,1,1976,1976,7,2,855,855,440,2,1456,6
1,1,3,1,1,2,7,6,1,0,1,7,1,3,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,9,1,2,1,0,1,266,3,2,3,600,1,9416,1,0,138,0,171,1126,1,2007,2007,8,2,1726,1726,786,3,1726,7
1,2,1,1,1,1,9,12,1,552,2,10,1,1,1,1,1,75,4,4,1,2006,392,0,1,1,184,1,1,0,3,1,1,1,512,3,0,2,1,4,140,1,25419,1,0,16,1360,0,1036,1,1990,1918,8,2,1360,1360,795,2,3112,8
2,1,2,1,1,8,6,8,1,30,1,3,2,2,1,1,1,75,6,1,1,2009,371,0,0,1,0,1,1,0,7,1,1,1,0,3,0,2,1,5,755,0,5520,1,0,198,929,0,0,0,1950,1912,8,1,929,755,0,0,2229,6
1,1,1,1,1,2,1,11,1,0,1,1,1,3,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,1,1,1,1,0,1,170,1,2,3,625,1,9591,1,0,26,0,0,1088,1,2005,2004,7,2,1713,1713,856,3,1713,8
1,1,2,1,1,2,1,16,1,0,1,1,2,2,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,3,1,1,1,0,3,0,1,1,2,1121,0,8546,1,0,64,0,132,0,0,2004,2003,5,2,1121,1121,440,2,1121,4
2,3,2,1,1,2,5,5,1,0,1,8,1,2,1,1,1,20,6,1,1,2008,0,0,1,1,279,1,1,0,2,1,1,1,0,1,0,1,1,3,276,0,10125,1,0,83,0,238,641,2,1977,1977,6,2,1279,1196,473,2,1279,6
3,2,2,1,1,3,2,8,1,126,2,2,1,2,1,2,1,50,6,4,1,2006,0,0,0,1,0,1,1,0,5,1,3,1,0,3,0,1,1,2,0,0,7000,1,0,0,445,0,617,0,1950,1924,6,2,865,617,398,1,1310,6
1,1,1,1,1,2,1,1,1,0,1,1,2,1,4,1,1,120,5,1,1,2008,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,186,1,4438,1,0,0,0,149,662,1,2004,2004,3,1,848,848,420,2,848,6
2,3,2,1,1,3,10,8,1,0,1,9,2,2,1,1,1,50,7,1,1,2009,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,2,408,0,3500,1,1,35,564,0,312,0,1950,1947,5,1,720,720,240,1,1284,5
1,1,2,1,1,2,4,18,1,0,1,4,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,508,5,1,1,1,0,3,0,1,1,3,1424,0,11851,1,0,34,0,0,0,0,1990,1990,5,2,1442,1424,500,2,1442,7
2,3,2,1,1,2,4,10,1,0,2,4,1,2,1,4,1,20,5,5,1,2007,0,0,0,1,0,1,1,0,3,1,1,1,0,4,0,1,1,3,1140,0,13673,2,1,30,0,0,0,1,1962,1962,8,1,1696,1140,349,1,1696,5
1,3,2,1,1,2,6,12,1,0,1,3,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,306,1,1,0,4,1,1,1,0,1,0,1,1,3,375,1,12493,2,0,0,0,355,419,1,1960,1960,6,1,1100,1100,312,1,1100,4
